file;sheet;outcome;comment;csv_file_name
Exp21DM05_inoc3_saisie.xlsx;6dpi;True;success;Exp21DM05_inoc3_saisie_6dpi.csv
Exp21DM05_inoc3_saisie.xlsx;Codes;False;Missing columns: ['photo', 'oiv', 's', 'sq', 'n', 'fn', 'tn', 'ligne', 'colonne'];
Exp21DM05_inoc3_saisie.xlsx;Listes;False;No header;
Exp21DM05_inoc4_saisie.xlsx;Listes;False;No header;
Exp21DM05_inoc4_saisie.xlsx;6dpi;True;success;Exp21DM05_inoc4_saisie_6dpi.csv
Exp21DM05_inoc4_saisie.xlsx;5dpi;True;success;Exp21DM05_inoc4_saisie_5dpi.csv
Exp21DM05_inoc4_saisie.xlsx;4dpi;True;success;Exp21DM05_inoc4_saisie_4dpi.csv
Exp21DM05_inoc4_saisie.xlsx;Codes;False;Missing columns: ['photo', 'oiv', 's', 'sq', 'n', 'fn', 'tn', 'ligne', 'colonne'];
Exp21DM07_inoc1_saisie.xlsx;Listes;False;No header;
Exp21DM07_inoc1_saisie.xlsx;Codes;False;Missing columns: ['photo', 'oiv', 's', 'sq', 'n', 'fn', 'tn', 'ligne', 'colonne'];
Exp21DM07_inoc1_saisie.xlsx;fichier total;True;success;Exp21DM07_inoc1_saisie_fichier total.csv
Exp21DM07_inoc2_saisie.xlsx;Listes;False;No header;
Exp21DM07_inoc2_saisie.xlsx;Codes;False;Missing columns: ['photo', 'oiv', 's', 'sq', 'n', 'fn', 'tn', 'ligne', 'colonne'];
Exp21DM07_inoc2_saisie.xlsx;fichier total;False;Corrupted dataframe, failed to retrieve photos;
Exp21DM08_inoc1_saisie.xlsx;Codes;False;Missing columns: ['photo', 'oiv', 's', 'sq', 'n', 'fn', 'tn', 'ligne', 'colonne'];
Exp21DM08_inoc1_saisie.xlsx;Listes;False;No header;
Exp21DM08_inoc1_saisie.xlsx;4dpi;True;success;Exp21DM08_inoc1_saisie_4dpi.csv
Exp21DM08_inoc1_saisie.xlsx;5dpi;True;success;Exp21DM08_inoc1_saisie_5dpi.csv
Exp21DM08_inoc1_saisie.xlsx;6dpi;True;success;Exp21DM08_inoc1_saisie_6dpi.csv
Exp21DM08_inoc2_saisie.xlsx;6dpi;True;success;Exp21DM08_inoc2_saisie_6dpi.csv
Exp21DM08_inoc2_saisie.xlsx;4dpi;True;success;Exp21DM08_inoc2_saisie_4dpi.csv
Exp21DM08_inoc2_saisie.xlsx;Listes;False;No header;
Exp21DM08_inoc2_saisie.xlsx;Codes;False;Missing columns: ['photo', 'oiv', 's', 'sq', 'n', 'fn', 'tn', 'ligne', 'colonne'];
Exp21DM08_inoc2_saisie.xlsx;5dpi;True;success;Exp21DM08_inoc2_saisie_5dpi.csv
Exp21DM12_saisie.xlsx;3dpi;True;success;Exp21DM12_saisie_3dpi.csv
Exp21DM12_saisie.xlsx;4dpi;True;success;Exp21DM12_saisie_4dpi.csv
Exp21DM12_saisie.xlsx;6dpi;True;success;Exp21DM12_saisie_6dpi.csv
Exp21DM12_saisie.xlsx;Codes;False;Missing columns: ['photo', 'oiv', 's', 'sq', 'n', 'fn', 'tn', 'ligne', 'colonne'];
Exp21DM12_saisie.xlsx;Listes;False;No header;
Exp21DM13_inoc1_saisie.xlsx;Listes;False;No header;
Exp21DM13_inoc1_saisie.xlsx;4dpi;True;success;Exp21DM13_inoc1_saisie_4dpi.csv
Exp21DM13_inoc1_saisie.xlsx;3dpi;True;success;Exp21DM13_inoc1_saisie_3dpi.csv
Exp21DM13_inoc1_saisie.xlsx;7dpi;True;success;Exp21DM13_inoc1_saisie_7dpi.csv
Exp21DM13_inoc1_saisie.xlsx;Codes;False;Missing columns: ['photo', 'oiv', 's', 'sq', 'n', 'fn', 'tn', 'ligne', 'colonne'];
Exp21DM13_inoc2_saisie.xlsx;Listes;False;No header;
Exp21DM13_inoc2_saisie.xlsx;6dpi;True;success;Exp21DM13_inoc2_saisie_6dpi.csv
Exp21DM13_inoc2_saisie.xlsx;Codes;False;Missing columns: ['photo', 'oiv', 's', 'sq', 'n', 'fn', 'tn', 'ligne', 'colonne'];
Exp21DM14_inoc1_saisie.xlsx;Listes;False;No header;
Exp21DM14_inoc1_saisie.xlsx;2dpi;False;Corrupted dataframe, failed to retrieve photos;
Exp21DM14_inoc1_saisie.xlsx;4dpi;False;Corrupted dataframe, failed to retrieve photos;
Exp21DM14_inoc1_saisie.xlsx;8dpi;True;success;Exp21DM14_inoc1_saisie_8dpi.csv
Exp21DM14_inoc1_saisie.xlsx;Codes;False;Missing columns: ['photo', 'oiv', 's', 'sq', 'n', 'fn', 'tn', 'ligne', 'colonne'];
Exp22DM01_inoc1_saisie.xlsx;5dpi;True;success;Exp22DM01_inoc1_saisie_5dpi.csv
Exp22DM01_inoc1_saisie.xlsx;Listes;False;No header;
Exp22DM01_inoc1_saisie.xlsx;Codes;False;Missing columns: ['photo', 'oiv', 's', 'sq', 'n', 'fn', 'tn', 'ligne', 'colonne'];
Exp22DM01_inoc1_saisie.xlsx;6dpi;True;success;Exp22DM01_inoc1_saisie_6dpi.csv
Exp22DM01_inoc1_saisie.xlsx;Infos;False;Corrupted dataframe;
Exp22DM01_inoc1_saisie.xlsx;3dpi;True;success;Exp22DM01_inoc1_saisie_3dpi.csv
Exp22DM01_inoc1_saisie.xlsx;4dpi;True;success;Exp22DM01_inoc1_saisie_4dpi.csv
Exp22DM01_inoc2_saisie.xlsx;Codes;False;Missing columns: ['photo', 'oiv', 's', 'sq', 'n', 'fn', 'tn', 'ligne', 'colonne'];
Exp22DM01_inoc2_saisie.xlsx;6dpi;True;success;Exp22DM01_inoc2_saisie_6dpi.csv
Exp22DM01_inoc2_saisie.xlsx;5dpi;True;success;Exp22DM01_inoc2_saisie_5dpi.csv
Exp22DM01_inoc2_saisie.xlsx;4dpi;True;success;Exp22DM01_inoc2_saisie_4dpi.csv
Exp22DM01_inoc2_saisie.xlsx;Listes;False;No header;
Exp22DM01_inoc2_saisie.xlsx;Infos;False;Corrupted dataframe;
Exp22DM01_inoc2_saisie.xlsx;3dpi;True;success;Exp22DM01_inoc2_saisie_3dpi.csv
Exp22DM01_inoc3_saisie.xlsx;6dpi;True;success;Exp22DM01_inoc3_saisie_6dpi.csv
Exp22DM01_inoc3_saisie.xlsx;Infos;False;No header;
Exp22DM01_inoc3_saisie.xlsx;4dpi;True;success;Exp22DM01_inoc3_saisie_4dpi.csv
Exp22DM01_inoc3_saisie.xlsx;Codes;False;Missing columns: ['photo', 'oiv', 's', 'sq', 'n', 'fn', 'tn', 'ligne', 'colonne'];
Exp22DM01_inoc3_saisie.xlsx;Listes;False;No header;
Exp22DM01_inoc3_saisie.xlsx;5dpi;True;success;Exp22DM01_inoc3_saisie_5dpi.csv
Exp22DM02_inoc1_saisie.xlsx;6dpi;True;success;Exp22DM02_inoc1_saisie_6dpi.csv
Exp22DM02_inoc1_saisie.xlsx;Listes;False;No header;
Exp22DM02_inoc1_saisie.xlsx;Codes;False;Missing columns: ['photo', 'oiv', 's', 'sq', 'n', 'fn', 'tn', 'ligne', 'colonne'];
Exp22DM02_inoc1_saisie.xlsx;tcd;False;No header;
Exp22DM02_inoc1_saisie.xlsx;4dpi;True;success;Exp22DM02_inoc1_saisie_4dpi.csv
Exp22DM02_inoc1_saisie.xlsx;Infos;False;Corrupted dataframe;
Exp22DM02_inoc2_saisie.xlsx;6dpi;True;success;Exp22DM02_inoc2_saisie_6dpi.csv
Exp22DM02_inoc2_saisie.xlsx;4dpi;True;success;Exp22DM02_inoc2_saisie_4dpi.csv
Exp22DM02_inoc2_saisie.xlsx;Infos;False;Corrupted dataframe;
Exp22DM02_inoc3_saisie.xlsx;Listes;False;No header;
Exp22DM02_inoc3_saisie.xlsx;Codes;False;Missing columns: ['photo', 'oiv', 's', 'sq', 'n', 'fn', 'tn', 'ligne', 'colonne'];
Exp22DM02_inoc3_saisie.xlsx;6dpi;True;success;Exp22DM02_inoc3_saisie_6dpi.csv
Exp22DM02_inoc3_saisie.xlsx;Infos;False;Corrupted dataframe;
Exp22DM02_inoc3_saisie.xlsx;4dpi;True;success;Exp22DM02_inoc3_saisie_4dpi.csv
Exp22DM03_inoc1_saisie.xlsx;4dpi ;True;success;Exp22DM03_inoc1_saisie_4dpi .csv
Exp22DM03_inoc1_saisie.xlsx;Listes;False;No header;
Exp22DM03_inoc1_saisie.xlsx;Codes;False;Missing columns: ['photo', 'oiv', 's', 'sq', 'n', 'fn', 'tn', 'ligne', 'colonne'];
Exp22DM03_inoc1_saisie.xlsx;fichier_total;False;Corrupted dataframe, failed to retrieve photos;
Exp22DM03_inoc1_saisie.xlsx;Infos;False;No header;
Exp22DM03_inoc1_saisie.xlsx;6dpi;True;success;Exp22DM03_inoc1_saisie_6dpi.csv
Exp22DM03_inoc1_saisie.xlsx;5dpi;True;success;Exp22DM03_inoc1_saisie_5dpi.csv
Exp22DM03_inoc1_saisie.xlsx;3dpi;True;success;Exp22DM03_inoc1_saisie_3dpi.csv
Exp22DM03_inoc2_saisie.xlsx;3dpi;True;success;Exp22DM03_inoc2_saisie_3dpi.csv
Exp22DM03_inoc2_saisie.xlsx;Codes;False;Missing columns: ['photo', 'oiv', 's', 'sq', 'n', 'fn', 'tn', 'ligne', 'colonne'];
Exp22DM03_inoc2_saisie.xlsx;Listes;False;No header;
Exp22DM03_inoc2_saisie.xlsx;Infos;False;Corrupted dataframe;
Exp22DM03_inoc2_saisie.xlsx;6dpi;True;success;Exp22DM03_inoc2_saisie_6dpi.csv
Exp22DM03_inoc2_saisie.xlsx;4dpi;True;success;Exp22DM03_inoc2_saisie_4dpi.csv
Exp22DM03_inoc2_saisie.xlsx;5dpi;True;success;Exp22DM03_inoc2_saisie_5dpi.csv
Exp22DM03_inoc3_saisie.xlsx;Infos;False;Corrupted dataframe;
Exp22DM03_inoc3_saisie.xlsx;5dpi;True;success;Exp22DM03_inoc3_saisie_5dpi.csv
Exp22DM03_inoc3_saisie.xlsx;6dpi;True;success;Exp22DM03_inoc3_saisie_6dpi.csv
Exp22DM03_inoc3_saisie.xlsx;Codes;False;Missing columns: ['photo', 'oiv', 's', 'sq', 'n', 'fn', 'tn', 'ligne', 'colonne'];
Exp22DM03_inoc3_saisie.xlsx;Listes;False;No header;
Exp22DM03_inoc3_saisie.xlsx;4dpi;True;success;Exp22DM03_inoc3_saisie_4dpi.csv
Exp22DM06_saisie.xlsx;3dpi;True;success;Exp22DM06_saisie_3dpi.csv
Exp22DM06_saisie.xlsx;Listes;False;No header;
Exp22DM06_saisie.xlsx;Infos;False;Corrupted dataframe;
Exp22DM06_saisie.xlsx;Codes;False;Missing columns: ['photo', 'oiv', 's', 'sq', 'n', 'fn', 'tn', 'ligne', 'colonne'];
Exp22DM06_saisie.xlsx;6dpi;True;success;Exp22DM06_saisie_6dpi.csv
Exp22DM06_saisie.xlsx;5dpi;True;success;Exp22DM06_saisie_5dpi.csv
Exp22DM06_saisie.xlsx;4dpi;True;success;Exp22DM06_saisie_4dpi.csv
Exp22DM07_inoc1_saisie.xlsx;fichier_total;True;success;Exp22DM07_inoc1_saisie_fichier_total.csv
Exp22DM07_inoc1_saisie.xlsx;Infos;False;No header;
Exp22DM07_inoc1_saisie.xlsx;Listes;False;No header;
Exp22DM07_inoc1_saisie.xlsx;Codes;False;Missing columns: ['photo', 'oiv', 's', 'sq', 'n', 'fn', 'tn', 'ligne', 'colonne'];
Exp22DM08_inoc1_saisie.xlsx;5dpi;True;success;Exp22DM08_inoc1_saisie_5dpi.csv
Exp22DM08_inoc1_saisie.xlsx;Codes;False;Missing columns: ['photo', 'oiv', 's', 'sq', 'n', 'fn', 'tn', 'ligne', 'colonne'];
Exp22DM08_inoc1_saisie.xlsx;fichier_total;False;Corrupted dataframe, failed to retrieve photos;
Exp22DM08_inoc1_saisie.xlsx;Infos;False;No header;
Exp22DM08_inoc1_saisie.xlsx;6dpi;True;success;Exp22DM08_inoc1_saisie_6dpi.csv
Exp22DM08_inoc1_saisie.xlsx;4dpi ;True;success;Exp22DM08_inoc1_saisie_4dpi .csv
Exp22DM08_inoc1_saisie.xlsx;3dpi;True;success;Exp22DM08_inoc1_saisie_3dpi.csv
Exp22DM08_inoc1_saisie.xlsx;Listes;False;No header;
Exp22DM08_inoc1_saisie_V2.xlsx;6dpi;True;success;Exp22DM08_inoc1_saisie_V2_6dpi.csv
Exp22DM08_inoc1_saisie_V2.xlsx;5dpi;True;success;Exp22DM08_inoc1_saisie_V2_5dpi.csv
Exp22DM08_inoc1_saisie_V2.xlsx;4dpi ;True;success;Exp22DM08_inoc1_saisie_V2_4dpi .csv
Exp22DM08_inoc1_saisie_V2.xlsx;Infos;False;No header;
Exp22DM08_inoc1_saisie_V2.xlsx;Codes;False;Missing columns: ['photo', 'oiv', 's', 'sq', 'n', 'fn', 'tn', 'ligne', 'colonne'];
Exp22DM08_inoc1_saisie_V2.xlsx;Listes;False;No header;
Exp22DM08_inoc1_saisie_V2.xlsx;3dpi;True;success;Exp22DM08_inoc1_saisie_V2_3dpi.csv
Exp22DM08_inoc1_saisie_V2.xlsx;Fichier total;True;success;Exp22DM08_inoc1_saisie_V2_Fichier total.csv
Exp22DM08_inoc2_saisie.xlsx;Listes;False;No header;
Exp22DM08_inoc2_saisie.xlsx;Codes;False;Missing columns: ['photo', 'oiv', 's', 'sq', 'n', 'fn', 'tn', 'ligne', 'colonne'];
Exp22DM08_inoc2_saisie.xlsx;fichier_total;False;Corrupted dataframe, failed to retrieve photos;
Exp22DM08_inoc2_saisie.xlsx;Infos;False;Corrupted dataframe;
Exp22DM08_inoc2_saisie.xlsx;6dpi;True;success;Exp22DM08_inoc2_saisie_6dpi.csv
Exp22DM08_inoc2_saisie.xlsx;5dpi;True;success;Exp22DM08_inoc2_saisie_5dpi.csv
Exp22DM08_inoc2_saisie.xlsx;4dpi;True;success;Exp22DM08_inoc2_saisie_4dpi.csv
Exp22DM08_inoc2_saisie.xlsx;3dpi;True;success;Exp22DM08_inoc2_saisie_3dpi.csv
Exp22DM08_inoc3_saisie.xlsx;3dpi;False;Corrupted dataframe, failed to retrieve photos;
Exp22DM08_inoc3_saisie.xlsx;4dpi;False;Corrupted dataframe, failed to retrieve photos;
Exp22DM08_inoc3_saisie.xlsx;5dpi;False;Corrupted dataframe, failed to retrieve photos;
Exp22DM08_inoc3_saisie.xlsx;6dpi;False;Corrupted dataframe, failed to retrieve photos;
Exp22DM08_inoc3_saisie.xlsx;Listes;False;No header;
Exp22DM08_inoc3_saisie.xlsx;Codes;False;Missing columns: ['photo', 'oiv', 's', 'sq', 'n', 'fn', 'tn', 'ligne', 'colonne'];
Exp22DM08_inoc3_saisie.xlsx;fichier_total;False;Corrupted dataframe, failed to retrieve photos;
Exp22DM08_inoc3_saisie.xlsx;Infos;False;Corrupted dataframe;
Exp22DM09_saisie.xlsx;4dpi;True;success;Exp22DM09_saisie_4dpi.csv
Exp22DM09_saisie.xlsx;Infos;False;No header;
Exp22DM09_saisie.xlsx;Listes;False;No header;
Exp22DM09_saisie.xlsx;Codes;False;Missing columns: ['photo', 'oiv', 's', 'sq', 'n', 'fn', 'tn', 'ligne', 'colonne'];
Exp22DM09_saisie.xlsx;6dpi;True;success;Exp22DM09_saisie_6dpi.csv
Exp22DM09_saisie.xlsx;3dpi;True;success;Exp22DM09_saisie_3dpi.csv
Exp22DM09_saisie.xlsx;5dpi;True;success;Exp22DM09_saisie_5dpi.csv
Exp22DM11_inoc1_saisie.xlsx;Codes;False;Missing columns: ['photo', 'oiv', 's', 'sq', 'n', 'fn', 'tn', 'ligne', 'colonne'];
Exp22DM11_inoc1_saisie.xlsx;6dpi ;True;success;Exp22DM11_inoc1_saisie_6dpi .csv
Exp22DM11_inoc1_saisie.xlsx;Infos;False;Corrupted dataframe;
Exp22DM11_inoc1_saisie.xlsx;3dpi;True;success;Exp22DM11_inoc1_saisie_3dpi.csv
Exp22DM11_inoc1_saisie.xlsx;Listes;False;No header;
Exp22DM11_inoc2_saisie.xlsx;3dpi;True;success;Exp22DM11_inoc2_saisie_3dpi.csv
Exp22DM11_inoc2_saisie.xlsx;Infos;False;Corrupted dataframe;
Exp22DM11_inoc2_saisie.xlsx;Codes;False;Missing columns: ['photo', 'oiv', 's', 'sq', 'n', 'fn', 'tn', 'ligne', 'colonne'];
Exp22DM11_inoc2_saisie.xlsx;Listes;False;No header;
Exp22DM11_inoc2_saisie.xlsx;6dpi;True;success;Exp22DM11_inoc2_saisie_6dpi.csv
Exp22DM11_inoc3_saisie.xlsx;Listes;False;No header;
Exp22DM11_inoc3_saisie.xlsx;Infos;False;Corrupted dataframe;
Exp22DM11_inoc3_saisie.xlsx;3dpi;True;success;Exp22DM11_inoc3_saisie_3dpi.csv
Exp22DM11_inoc3_saisie.xlsx;7dpi;True;success;Exp22DM11_inoc3_saisie_7dpi.csv
Exp22DM11_inoc3_saisie.xlsx;Codes;False;Missing columns: ['photo', 'oiv', 's', 'sq', 'n', 'fn', 'tn', 'ligne', 'colonne'];
ExpAADMXX_saisie.xlsx;Infos;False;No header;
ExpAADMXX_saisie.xlsx;fichier_total;False;Corrupted dataframe, failed to retrieve photos;
ExpAADMXX_saisie.xlsx;Codes;False;Missing columns: ['photo', 'oiv', 's', 'sq', 'n', 'fn', 'tn', 'ligne', 'colonne'];
ExpAADMXX_saisie.xlsx;Listes;False;No header;
